ablation,dataset,regime,split,seed,episodes,success,success_probability,mechanism_recall,coverage_false_negative,tail_failure,redundancy_rate,selection_cost,data_efficiency_proxy
full_mechanism_coverage_audit,tactile_contact_rich,recovery_gap,combined_stress,1,84,0.5476,0.5648,0.667,0.0623,0.0872,0.1261,0.2174,0.6784
full_mechanism_coverage_audit,tactile_contact_rich,recovery_gap,combined_stress,2,84,0.4405,0.5642,0.6426,0.0577,0.082,0.1261,0.2174,0.686
full_mechanism_coverage_audit,tactile_contact_rich,recovery_gap,combined_stress,3,84,0.6786,0.5692,0.6545,0.0583,0.0795,0.1284,0.2174,0.6843
full_mechanism_coverage_audit,tactile_contact_rich,recovery_gap,combined_stress,4,84,0.6548,0.5664,0.6501,0.0506,0.0911,0.1288,0.2174,0.6696
full_mechanism_coverage_audit,tactile_contact_rich,recovery_gap,combined_stress,5,84,0.5476,0.5619,0.6556,0.0661,0.0873,0.1303,0.2174,0.6776
full_mechanism_coverage_audit,tactile_contact_rich,recovery_gap,combined_stress,6,84,0.4524,0.5485,0.6504,0.0584,0.0837,0.121,0.2174,0.6875
full_mechanism_coverage_audit,tactile_contact_rich,deformable_gap,combined_stress,0,84,0.5476,0.5533,0.6506,0.0614,0.0681,0.1293,0.2174,0.6827
full_mechanism_coverage_audit,tactile_contact_rich,deformable_gap,combined_stress,1,84,0.6667,0.5885,0.668,0.0559,0.0849,0.1339,0.2174,0.6804
full_mechanism_coverage_audit,tactile_contact_rich,deformable_gap,combined_stress,2,84,0.5714,0.5604,0.6546,0.0599,0.0872,0.1295,0.2174,0.6841
full_mechanism_coverage_audit,tactile_contact_rich,deformable_gap,combined_stress,3,84,0.5476,0.5618,0.6606,0.0613,0.0878,0.13,0.2174,0.6733
full_mechanism_coverage_audit,tactile_contact_rich,deformable_gap,combined_stress,4,84,0.5,0.5626,0.6653,0.0655,0.0716,0.1235,0.2174,0.6649
full_mechanism_coverage_audit,tactile_contact_rich,deformable_gap,combined_stress,5,84,0.5595,0.5587,0.6452,0.0657,0.0861,0.1316,0.2174,0.6858
full_mechanism_coverage_audit,tactile_contact_rich,deformable_gap,combined_stress,6,84,0.5595,0.5491,0.6505,0.0578,0.0748,0.1288,0.2174,0.6765
full_mechanism_coverage_audit,tactile_contact_rich,irreversible_side_effect_gap,combined_stress,0,84,0.5,0.5449,0.67,0.0649,0.0832,0.1293,0.2174,0.6829
full_mechanism_coverage_audit,tactile_contact_rich,irreversible_side_effect_gap,combined_stress,1,84,0.5476,0.5633,0.6642,0.053,0.0886,0.1262,0.2174,0.6721
full_mechanism_coverage_audit,tactile_contact_rich,irreversible_side_effect_gap,combined_stress,2,84,0.5357,0.5524,0.6486,0.0523,0.0838,0.1267,0.2174,0.658
full_mechanism_coverage_audit,tactile_contact_rich,irreversible_side_effect_gap,combined_stress,3,84,0.5476,0.5638,0.6515,0.0432,0.0921,0.1299,0.2174,0.6734
full_mechanism_coverage_audit,tactile_contact_rich,irreversible_side_effect_gap,combined_stress,4,84,0.5357,0.5658,0.6499,0.058,0.0808,0.1289,0.2174,0.6792
full_mechanism_coverage_audit,tactile_contact_rich,irreversible_side_effect_gap,combined_stress,5,84,0.5,0.5591,0.6622,0.0542,0.0844,0.1221,0.2174,0.6847
full_mechanism_coverage_audit,tactile_contact_rich,irreversible_side_effect_gap,combined_stress,6,84,0.6786,0.5622,0.6514,0.046,0.0809,0.1302,0.2174,0.6779
full_mechanism_coverage_audit,tactile_contact_rich,combined_coverage_gap,combined_stress,0,84,0.5357,0.5434,0.6547,0.0822,0.0936,0.1282,0.2174,0.6853
full_mechanism_coverage_audit,tactile_contact_rich,combined_coverage_gap,combined_stress,1,84,0.5595,0.5403,0.6584,0.0787,0.0962,0.1307,0.2174,0.6871
full_mechanism_coverage_audit,tactile_contact_rich,combined_coverage_gap,combined_stress,2,84,0.5357,0.5444,0.6482,0.0819,0.0961,0.1287,0.2174,0.6738
full_mechanism_coverage_audit,tactile_contact_rich,combined_coverage_gap,combined_stress,3,84,0.5238,0.5437,0.6543,0.0894,0.0868,0.129,0.2174,0.6809
full_mechanism_coverage_audit,tactile_contact_rich,combined_coverage_gap,combined_stress,4,84,0.4881,0.5437,0.6465,0.0828,0.1007,0.1276,0.2174,0.6739
full_mechanism_coverage_audit,tactile_contact_rich,combined_coverage_gap,combined_stress,5,84,0.5714,0.5467,0.6398,0.0889,0.0914,0.136,0.2174,0.6707
full_mechanism_coverage_audit,tactile_contact_rich,combined_coverage_gap,combined_stress,6,84,0.3452,0.5396,0.641,0.0769,0.0926,0.1249,0.2174,0.6793
full_mechanism_coverage_audit,deformable_objects,nominal_coverage,combined_stress,0,84,0.6548,0.5834,0.6473,0.0184,0.0498,0.1274,0.2174,0.6806
full_mechanism_coverage_audit,deformable_objects,nominal_coverage,combined_stress,1,84,0.6071,0.5824,0.6394,0.0237,0.0464,0.132,0.2174,0.6826
full_mechanism_coverage_audit,deformable_objects,nominal_coverage,combined_stress,2,84,0.5833,0.5896,0.6519,0.0229,0.0492,0.1271,0.2174,0.6906
full_mechanism_coverage_audit,deformable_objects,nominal_coverage,combined_stress,3,84,0.5714,0.579,0.6547,0.0122,0.0502,0.1288,0.2174,0.6766
full_mechanism_coverage_audit,deformable_objects,nominal_coverage,combined_stress,4,84,0.6071,0.5811,0.6469,0.0221,0.0364,0.1328,0.2174,0.6718
full_mechanism_coverage_audit,deformable_objects,nominal_coverage,combined_stress,5,84,0.4881,0.5905,0.6539,0.0241,0.0495,0.1302,0.2174,0.6693
full_mechanism_coverage_audit,deformable_objects,nominal_coverage,combined_stress,6,84,0.631,0.5955,0.6681,0.0214,0.0451,0.1286,0.2174,0.6799
full_mechanism_coverage_audit,deformable_objects,contact_transition_gap,combined_stress,0,84,0.5238,0.5548,0.642,0.0453,0.0758,0.1313,0.2174,0.6922
full_mechanism_coverage_audit,deformable_objects,contact_transition_gap,combined_stress,1,84,0.6071,0.5625,0.6522,0.0436,0.084,0.126,0.2174,0.6754
full_mechanism_coverage_audit,deformable_objects,contact_transition_gap,combined_stress,2,84,0.4524,0.5461,0.6364,0.0478,0.0811,0.1263,0.2174,0.6793
full_mechanism_coverage_audit,deformable_objects,contact_transition_gap,combined_stress,3,84,0.6786,0.5825,0.6612,0.0484,0.0691,0.1322,0.2174,0.6976
full_mechanism_coverage_audit,deformable_objects,contact_transition_gap,combined_stress,4,84,0.5357,0.5613,0.6472,0.0431,0.0737,0.1332,0.2174,0.6872
full_mechanism_coverage_audit,deformable_objects,contact_transition_gap,combined_stress,5,84,0.5714,0.5695,0.6456,0.0465,0.0731,0.1317,0.2174,0.6846
full_mechanism_coverage_audit,deformable_objects,contact_transition_gap,combined_stress,6,84,0.5595,0.5775,0.6555,0.0378,0.0768,0.1347,0.2174,0.6759
full_mechanism_coverage_audit,deformable_objects,force_tactile_gap,combined_stress,0,84,0.5,0.5575,0.6365,0.0641,0.0824,0.1306,0.2174,0.6798
full_mechanism_coverage_audit,deformable_objects,force_tactile_gap,combined_stress,1,84,0.4643,0.5544,0.653,0.063,0.0845,0.1264,0.2174,0.678
full_mechanism_coverage_audit,deformable_objects,force_tactile_gap,combined_stress,2,84,0.4881,0.5627,0.6636,0.0434,0.0781,0.1301,0.2174,0.6844
full_mechanism_coverage_audit,deformable_objects,force_tactile_gap,combined_stress,3,84,0.6071,0.5526,0.6519,0.0652,0.0895,0.1284,0.2174,0.6831
full_mechanism_coverage_audit,deformable_objects,force_tactile_gap,combined_stress,4,84,0.4881,0.5584,0.6418,0.0424,0.07,0.1214,0.2174,0.671
full_mechanism_coverage_audit,deformable_objects,force_tactile_gap,combined_stress,5,84,0.4643,0.5632,0.6496,0.0508,0.082,0.1263,0.2174,0.6879
full_mechanism_coverage_audit,deformable_objects,force_tactile_gap,combined_stress,6,84,0.5952,0.554,0.655,0.0632,0.0787,0.1269,0.2174,0.6878
full_mechanism_coverage_audit,deformable_objects,recovery_gap,combined_stress,0,84,0.619,0.5533,0.6432,0.0526,0.0818,0.1249,0.2174,0.6849
full_mechanism_coverage_audit,deformable_objects,recovery_gap,combined_stress,1,84,0.5952,0.5509,0.6527,0.0592,0.073,0.1313,0.2174,0.68
full_mechanism_coverage_audit,deformable_objects,recovery_gap,combined_stress,2,84,0.5714,0.555,0.6499,0.0547,0.0798,0.1283,0.2174,0.6769
full_mechanism_coverage_audit,deformable_objects,recovery_gap,combined_stress,3,84,0.6071,0.5476,0.66,0.0573,0.087,0.1337,0.2174,0.6881
full_mechanism_coverage_audit,deformable_objects,recovery_gap,combined_stress,4,84,0.5119,0.5473,0.6553,0.0553,0.0857,0.131,0.2174,0.6822
full_mechanism_coverage_audit,deformable_objects,recovery_gap,combined_stress,5,84,0.5595,0.5662,0.6717,0.0538,0.0799,0.1336,0.2174,0.6885
full_mechanism_coverage_audit,deformable_objects,recovery_gap,combined_stress,6,84,0.5952,0.5596,0.6632,0.0553,0.075,0.1361,0.2174,0.6913
full_mechanism_coverage_audit,deformable_objects,deformable_gap,combined_stress,0,84,0.5595,0.5442,0.6749,0.0703,0.0859,0.1286,0.2174,0.6815
full_mechanism_coverage_audit,deformable_objects,deformable_gap,combined_stress,1,84,0.5119,0.5437,0.6528,0.0669,0.0899,0.1284,0.2174,0.6803
full_mechanism_coverage_audit,deformable_objects,deformable_gap,combined_stress,2,84,0.5119,0.5543,0.6564,0.0689,0.0879,0.1291,0.2174,0.6797
full_mechanism_coverage_audit,deformable_objects,deformable_gap,combined_stress,3,84,0.5476,0.5547,0.6449,0.0574,0.08,0.1269,0.2174,0.6737
full_mechanism_coverage_audit,deformable_objects,deformable_gap,combined_stress,4,84,0.6548,0.5509,0.6449,0.0692,0.0869,0.129,0.2174,0.6825
full_mechanism_coverage_audit,deformable_objects,deformable_gap,combined_stress,5,84,0.5357,0.5454,0.6499,0.072,0.0886,0.1302,0.2174,0.6802
full_mechanism_coverage_audit,deformable_objects,deformable_gap,combined_stress,6,84,0.5,0.5537,0.6572,0.0602,0.0843,0.1269,0.2174,0.6799
full_mechanism_coverage_audit,deformable_objects,irreversible_side_effect_gap,combined_stress,0,84,0.5476,0.5514,0.666,0.0517,0.0879,0.1286,0.2174,0.6864
full_mechanism_coverage_audit,deformable_objects,irreversible_side_effect_gap,combined_stress,1,84,0.5952,0.5496,0.6592,0.0593,0.0916,0.1289,0.2174,0.6683
full_mechanism_coverage_audit,deformable_objects,irreversible_side_effect_gap,combined_stress,2,84,0.5714,0.5521,0.6534,0.0634,0.0817,0.1193,0.2174,0.6609
full_mechanism_coverage_audit,deformable_objects,irreversible_side_effect_gap,combined_stress,3,84,0.4524,0.554,0.6508,0.0593,0.0862,0.131,0.2174,0.6896
full_mechanism_coverage_audit,deformable_objects,irreversible_side_effect_gap,combined_stress,4,84,0.5,0.5464,0.6363,0.0542,0.0787,0.1322,0.2174,0.6828
full_mechanism_coverage_audit,deformable_objects,irreversible_side_effect_gap,combined_stress,5,84,0.5238,0.5588,0.6535,0.0603,0.0872,0.1367,0.2174,0.6912
full_mechanism_coverage_audit,deformable_objects,irreversible_side_effect_gap,combined_stress,6,84,0.6071,0.5568,0.6636,0.0577,0.0749,0.1194,0.2174,0.6768
full_mechanism_coverage_audit,deformable_objects,combined_coverage_gap,combined_stress,0,84,0.5357,0.531,0.6633,0.0778,0.0954,0.1253,0.2174,0.6761
full_mechanism_coverage_audit,deformable_objects,combined_coverage_gap,combined_stress,1,84,0.5,0.5327,0.641,0.0762,0.0959,0.1344,0.2174,0.6868
full_mechanism_coverage_audit,deformable_objects,combined_coverage_gap,combined_stress,2,84,0.5119,0.531,0.6549,0.0767,0.0944,0.1248,0.2174,0.6709
full_mechanism_coverage_audit,deformable_objects,combined_coverage_gap,combined_stress,3,84,0.4881,0.5212,0.6529,0.0822,0.0992,0.1283,0.2174,0.6762
full_mechanism_coverage_audit,deformable_objects,combined_coverage_gap,combined_stress,4,84,0.5952,0.5364,0.6438,0.0784,0.0992,0.135,0.2174,0.6781
full_mechanism_coverage_audit,deformable_objects,combined_coverage_gap,combined_stress,5,84,0.3929,0.5296,0.6518,0.0781,0.0928,0.1312,0.2174,0.6841
full_mechanism_coverage_audit,deformable_objects,combined_coverage_gap,combined_stress,6,84,0.6905,0.5301,0.6672,0.0808,0.0946,0.1249,0.2174,0.6793
minus_mechanism_taxonomy,single_arm_tabletop,nominal_coverage,combined_stress,0,84,0.6429,0.5713,0.4567,0.0328,0.0614,0.1584,0.2024,0.5095
minus_mechanism_taxonomy,single_arm_tabletop,nominal_coverage,combined_stress,1,84,0.5952,0.5881,0.4472,0.023,0.0569,0.1538,0.2024,0.4939
minus_mechanism_taxonomy,single_arm_tabletop,nominal_coverage,combined_stress,2,84,0.5357,0.5923,0.4483,0.0239,0.0426,0.1566,0.2024,0.5099
minus_mechanism_taxonomy,single_arm_tabletop,nominal_coverage,combined_stress,3,84,0.5238,0.5898,0.4605,0.0282,0.055,0.1573,0.2024,0.506
minus_mechanism_taxonomy,single_arm_tabletop,nominal_coverage,combined_stress,4,84,0.6071,0.5903,0.4621,0.0307,0.0464,0.1584,0.2024,0.5108
minus_mechanism_taxonomy,single_arm_tabletop,nominal_coverage,combined_stress,5,84,0.6786,0.5851,0.4448,0.0227,0.0487,0.163,0.2024,0.5032
minus_mechanism_taxonomy,single_arm_tabletop,nominal_coverage,combined_stress,6,84,0.6429,0.578,0.451,0.0227,0.0477,0.1563,0.2024,0.5006
minus_mechanism_taxonomy,single_arm_tabletop,contact_transition_gap,combined_stress,0,84,0.5714,0.5452,0.45,0.082,0.0945,0.1559,0.2024,0.4986
minus_mechanism_taxonomy,single_arm_tabletop,contact_transition_gap,combined_stress,1,84,0.5,0.5486,0.4444,0.0778,0.0917,0.1622,0.2024,0.5096
minus_mechanism_taxonomy,single_arm_tabletop,contact_transition_gap,combined_stress,2,84,0.4762,0.5296,0.4338,0.0844,0.0947,0.1616,0.2024,0.4987
minus_mechanism_taxonomy,single_arm_tabletop,contact_transition_gap,combined_stress,3,84,0.5476,0.5354,0.468,0.0812,0.0896,0.1581,0.2024,0.4984
minus_mechanism_taxonomy,single_arm_tabletop,contact_transition_gap,combined_stress,4,84,0.3929,0.5486,0.4515,0.0806,0.0944,0.1552,0.2024,0.5047
minus_mechanism_taxonomy,single_arm_tabletop,contact_transition_gap,combined_stress,5,84,0.5833,0.5545,0.4543,0.0858,0.0954,0.1605,0.2024,0.5107
minus_mechanism_taxonomy,single_arm_tabletop,contact_transition_gap,combined_stress,6,84,0.5833,0.5304,0.4489,0.0792,0.095,0.1584,0.2024,0.4988
minus_mechanism_taxonomy,single_arm_tabletop,force_tactile_gap,combined_stress,0,84,0.5119,0.5491,0.4481,0.0656,0.1025,0.1628,0.2024,0.5044
minus_mechanism_taxonomy,single_arm_tabletop,force_tactile_gap,combined_stress,1,84,0.5357,0.5472,0.4672,0.0625,0.1029,0.1617,0.2024,0.506
minus_mechanism_taxonomy,single_arm_tabletop,force_tactile_gap,combined_stress,2,84,0.5595,0.5475,0.4611,0.0567,0.0904,0.1526,0.2024,0.5102
minus_mechanism_taxonomy,single_arm_tabletop,force_tactile_gap,combined_stress,3,84,0.5595,0.5682,0.4615,0.0738,0.0949,0.159,0.2024,0.5191
minus_mechanism_taxonomy,single_arm_tabletop,force_tactile_gap,combined_stress,4,84,0.619,0.5508,0.4353,0.0725,0.0916,0.1667,0.2024,0.5026
minus_mechanism_taxonomy,single_arm_tabletop,force_tactile_gap,combined_stress,5,84,0.4524,0.5453,0.4438,0.0578,0.0978,0.1599,0.2024,0.5042
minus_mechanism_taxonomy,single_arm_tabletop,force_tactile_gap,combined_stress,6,84,0.5714,0.5586,0.4361,0.0653,0.0931,0.1669,0.2024,0.4948
minus_mechanism_taxonomy,single_arm_tabletop,recovery_gap,combined_stress,0,84,0.5714,0.5524,0.4458,0.0716,0.1017,0.1575,0.2024,0.4931
minus_mechanism_taxonomy,single_arm_tabletop,recovery_gap,combined_stress,1,84,0.5595,0.5514,0.4661,0.0745,0.0952,0.1533,0.2024,0.5032
minus_mechanism_taxonomy,single_arm_tabletop,recovery_gap,combined_stress,2,84,0.5714,0.5536,0.4709,0.0689,0.1009,0.1629,0.2024,0.5186
minus_mechanism_taxonomy,single_arm_tabletop,recovery_gap,combined_stress,3,84,0.5476,0.5648,0.4597,0.0722,0.1031,0.1585,0.2024,0.5029
minus_mechanism_taxonomy,single_arm_tabletop,recovery_gap,combined_stress,4,84,0.5714,0.537,0.4354,0.0771,0.0985,0.1526,0.2024,0.4972
minus_mechanism_taxonomy,single_arm_tabletop,recovery_gap,combined_stress,5,84,0.5476,0.5468,0.4464,0.0781,0.0943,0.1605,0.2024,0.5054
minus_mechanism_taxonomy,single_arm_tabletop,recovery_gap,combined_stress,6,84,0.5357,0.5498,0.449,0.0634,0.089,0.1612,0.2024,0.5
minus_mechanism_taxonomy,single_arm_tabletop,deformable_gap,combined_stress,0,84,0.5357,0.5332,0.4454,0.0752,0.1098,0.1594,0.2024,0.5046
minus_mechanism_taxonomy,single_arm_tabletop,deformable_gap,combined_stress,1,84,0.5357,0.5463,0.4543,0.0737,0.1016,0.1623,0.2024,0.5049
minus_mechanism_taxonomy,single_arm_tabletop,deformable_gap,combined_stress,2,84,0.5238,0.5455,0.46,0.0784,0.0995,0.1541,0.2024,0.5073
minus_mechanism_taxonomy,single_arm_tabletop,deformable_gap,combined_stress,3,84,0.6071,0.5501,0.448,0.0763,0.1035,0.1639,0.2024,0.5091
minus_mechanism_taxonomy,single_arm_tabletop,deformable_gap,combined_stress,4,84,0.5952,0.5362,0.4722,0.07,0.0981,0.1617,0.2024,0.5215
minus_mechanism_taxonomy,single_arm_tabletop,deformable_gap,combined_stress,5,84,0.619,0.5426,0.4609,0.0748,0.1069,0.1626,0.2024,0.4998
minus_mechanism_taxonomy,single_arm_tabletop,deformable_gap,combined_stress,6,84,0.6429,0.5479,0.4524,0.0665,0.0992,0.16,0.2024,0.5123
minus_mechanism_taxonomy,single_arm_tabletop,irreversible_side_effect_gap,combined_stress,0,84,0.631,0.5424,0.4532,0.0689,0.1044,0.1575,0.2024,0.5088
minus_mechanism_taxonomy,single_arm_tabletop,irreversible_side_effect_gap,combined_stress,1,84,0.4881,0.5499,0.4652,0.0673,0.0955,0.1602,0.2024,0.5109
minus_mechanism_taxonomy,single_arm_tabletop,irreversible_side_effect_gap,combined_stress,2,84,0.3929,0.543,0.4461,0.0742,0.097,0.1661,0.2024,0.5004
minus_mechanism_taxonomy,single_arm_tabletop,irreversible_side_effect_gap,combined_stress,3,84,0.4881,0.5566,0.4446,0.0724,0.0913,0.1589,0.2024,0.4915
minus_mechanism_taxonomy,single_arm_tabletop,irreversible_side_effect_gap,combined_stress,4,84,0.5238,0.5394,0.4586,0.071,0.0981,0.1585,0.2024,0.5213
minus_mechanism_taxonomy,single_arm_tabletop,irreversible_side_effect_gap,combined_stress,5,84,0.4762,0.5488,0.4715,0.0709,0.0987,0.1575,0.2024,0.5038
minus_mechanism_taxonomy,single_arm_tabletop,irreversible_side_effect_gap,combined_stress,6,84,0.5714,0.5446,0.453,0.0724,0.0958,0.1608,0.2024,0.515
minus_mechanism_taxonomy,single_arm_tabletop,combined_coverage_gap,combined_stress,0,84,0.4762,0.5248,0.4443,0.0992,0.1131,0.1594,0.2024,0.5052
minus_mechanism_taxonomy,single_arm_tabletop,combined_coverage_gap,combined_stress,1,84,0.5,0.5209,0.4404,0.0949,0.1061,0.1623,0.2024,0.5101
minus_mechanism_taxonomy,single_arm_tabletop,combined_coverage_gap,combined_stress,2,84,0.5714,0.5173,0.4751,0.092,0.1136,0.158,0.2024,0.5107
minus_mechanism_taxonomy,single_arm_tabletop,combined_coverage_gap,combined_stress,3,84,0.5357,0.5318,0.445,0.0955,0.1103,0.1645,0.2024,0.4938
minus_mechanism_taxonomy,single_arm_tabletop,combined_coverage_gap,combined_stress,4,84,0.631,0.5325,0.4534,0.0988,0.103,0.1635,0.2024,0.5117
minus_mechanism_taxonomy,single_arm_tabletop,combined_coverage_gap,combined_stress,5,84,0.4881,0.5334,0.4519,0.0958,0.1095,0.1599,0.2024,0.5089
minus_mechanism_taxonomy,single_arm_tabletop,combined_coverage_gap,combined_stress,6,84,0.4167,0.5278,0.456,0.089,0.1173,0.1595,0.2024,0.5187
minus_mechanism_taxonomy,mobile_manipulation,nominal_coverage,combined_stress,0,84,0.5476,0.5686,0.4688,0.0376,0.0545,0.1577,0.2024,0.5067
minus_mechanism_taxonomy,mobile_manipulation,nominal_coverage,combined_stress,1,84,0.5238,0.5661,0.4483,0.0328,0.0506,0.1588,0.2024,0.4976
minus_mechanism_taxonomy,mobile_manipulation,nominal_coverage,combined_stress,2,84,0.5357,0.5777,0.4483,0.0235,0.0555,0.157,0.2024,0.5049
minus_mechanism_taxonomy,mobile_manipulation,nominal_coverage,combined_stress,3,84,0.5952,0.5676,0.4688,0.0362,0.0535,0.1598,0.2024,0.5007
minus_mechanism_taxonomy,mobile_manipulation,nominal_coverage,combined_stress,4,84,0.4881,0.5578,0.469,0.0274,0.0566,0.1575,0.2024,0.5111
minus_mechanism_taxonomy,mobile_manipulation,nominal_coverage,combined_stress,5,84,0.5952,0.5699,0.4605,0.0308,0.0587,0.1626,0.2024,0.5003
minus_mechanism_taxonomy,mobile_manipulation,nominal_coverage,combined_stress,6,84,0.6429,0.5832,0.4494,0.0379,0.0503,0.1557,0.2024,0.5025
minus_mechanism_taxonomy,mobile_manipulation,contact_transition_gap,combined_stress,0,84,0.5952,0.5234,0.4532,0.0925,0.0953,0.1546,0.2024,0.5073
minus_mechanism_taxonomy,mobile_manipulation,contact_transition_gap,combined_stress,1,84,0.6071,0.5197,0.4633,0.0977,0.104,0.1595,0.2024,0.5051
minus_mechanism_taxonomy,mobile_manipulation,contact_transition_gap,combined_stress,2,84,0.5238,0.5343,0.4557,0.0876,0.0978,0.1607,0.2024,0.4958
minus_mechanism_taxonomy,mobile_manipulation,contact_transition_gap,combined_stress,3,84,0.4643,0.5253,0.4397,0.0912,0.0945,0.1606,0.2024,0.4993
minus_mechanism_taxonomy,mobile_manipulation,contact_transition_gap,combined_stress,4,84,0.619,0.5231,0.4508,0.092,0.0947,0.1618,0.2024,0.4911
minus_mechanism_taxonomy,mobile_manipulation,contact_transition_gap,combined_stress,5,84,0.4524,0.5287,0.4545,0.0924,0.1037,0.1568,0.2024,0.4961
minus_mechanism_taxonomy,mobile_manipulation,contact_transition_gap,combined_stress,6,84,0.4762,0.5382,0.465,0.0856,0.0952,0.1601,0.2024,0.4992
minus_mechanism_taxonomy,mobile_manipulation,force_tactile_gap,combined_stress,0,84,0.5833,0.5314,0.4559,0.07,0.0949,0.1616,0.2024,0.5024
minus_mechanism_taxonomy,mobile_manipulation,force_tactile_gap,combined_stress,1,84,0.5595,0.5421,0.4588,0.0684,0.0964,0.1631,0.2024,0.4948
